City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
285,Salinopolis,-0.6136,-47.3561,79.99,86,100,11.79,BR,overcast clouds
286,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
287,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
288,Hambantota,6.1241,81.1185,77.27,81,95,11.05,LK,overcast clouds
289,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
290,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
291,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
292,Manavalakurichi,8.1333,77.3,82.4,74,20,6.44,IN,mist
293,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
294,Iqaluit,63.7506,-68.5145,-9.0,77,20,18.41,CA,snow
295,Jijiga,9.35,42.8,59.61,45,0,8.34,ET,clear sky
296,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
297,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
298,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
299,Jurado,7.1053,-77.7641,82.62,69,94,3.91,CO,overcast clouds
300,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
301,Tasiilaq,65.6145,-37.6368,19.4,38,75,18.41,GL,broken clouds
302,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
303,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
304,Carnarvon,-24.8667,113.6333,80.6,94,17,6.91,AU,few clouds
305,Kruisfontein,-34.0033,24.7314,64.99,80,1,1.7,ZA,clear sky
306,Berlevag,70.8578,29.0864,25.05,96,100,22.66,NO,light snow
307,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
308,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
309,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
310,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
311,Saldanha,-33.0117,17.9442,64.94,90,0,8.97,ZA,clear sky
312,Busselton,-33.65,115.3333,63.0,76,0,4.0,AU,clear sky
313,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
314,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
315,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
316,Port-Gentil,-0.7193,8.7815,82.4,78,20,4.61,GA,light rain
317,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
318,Copiapo,-27.3667,-70.3333,69.8,64,75,11.5,CL,broken clouds
319,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
320,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
321,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
322,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
323,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
324,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
325,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
326,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
327,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
328,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
329,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
330,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
331,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
332,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
333,Suluq,31.6682,20.2521,58.96,86,0,5.95,LY,clear sky
334,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
335,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
336,Saint-Philippe,-21.3585,55.7679,78.8,65,0,3.44,RE,clear sky
337,Busselton,-33.65,115.3333,63.0,76,0,4.0,AU,clear sky
338,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
339,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
340,Shache,38.4167,77.2406,20.98,87,0,0.78,CN,clear sky
341,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
342,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
343,Brae,60.3964,-1.353,37.4,75,40,9.22,GB,scattered clouds
344,Hithadhoo,-0.6,73.0833,82.31,77,45,15.43,MV,scattered clouds
345,Barkot,30.8167,78.2,42.03,51,0,3.4,IN,clear sky
346,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
347,Olafsvik,64.8945,-23.7142,22.5,91,1,19.06,IS,clear sky
348,Busselton,-33.65,115.3333,63.0,76,0,4.0,AU,clear sky
349,Sainte-Marie,-20.8968,55.5496,80.6,69,40,10.36,RE,scattered clouds
350,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
351,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
352,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
353,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
354,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
355,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
356,Narsaq,60.9167,-46.05,39.2,35,75,35.68,GL,broken clouds
357,Vardo,70.3705,31.1107,24.96,96,100,21.32,NO,light snow
358,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
359,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
360,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
361,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
362,Seguela,7.9611,-6.6731,87.82,30,64,4.29,CI,broken clouds
363,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
364,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
365,Nizwa,22.9333,57.5333,56.97,54,0,2.06,OM,clear sky
366,Saint-Philippe,-21.3585,55.7679,78.8,65,0,3.44,RE,clear sky
367,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
368,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
369,Fougamou,-1.2154,10.5838,74.84,91,100,1.83,GA,overcast clouds
370,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
371,Sawakin,19.1059,37.3321,71.28,68,23,11.45,SD,few clouds
372,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
373,Saldanha,-33.0117,17.9442,64.94,90,0,8.97,ZA,clear sky
374,Keetmanshoop,-26.5833,18.1333,81.68,15,0,12.97,NA,clear sky
375,Kruisfontein,-34.0033,24.7314,64.99,80,1,1.7,ZA,clear sky
376,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
377,Jamestown,42.097,-79.2353,26.01,74,90,2.91,US,overcast clouds
378,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
379,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
380,Lasa,46.6166,10.7002,37.99,100,90,4.61,IT,light snow
381,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
382,Nortelandia,-14.4547,-56.8028,85.71,66,93,1.97,BR,overcast clouds
383,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
384,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
385,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
386,Krasnoselkup,65.7,82.4667,-29.2,81,93,9.53,RU,overcast clouds
387,Jamestown,42.097,-79.2353,26.01,74,90,2.91,US,overcast clouds
388,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
389,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
390,Laguna,38.421,-121.4238,59.0,54,1,5.75,US,clear sky
391,Aras,42.5617,-2.356,45.0,91,88,1.01,ES,overcast clouds
392,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
393,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
394,Solwezi,-12.1688,26.3894,63.43,93,100,2.1,ZM,overcast clouds
395,Hobyo,5.3505,48.5268,75.51,78,7,15.12,SO,clear sky
396,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
397,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
398,Eganville,45.5334,-77.0994,19.0,49,1,4.61,CA,clear sky
399,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
400,Ilulissat,69.2167,-51.1,3.2,66,75,8.05,GL,broken clouds
401,Makueni,-1.8041,37.6203,62.92,87,100,3.74,KE,overcast clouds
402,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
403,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
404,Chuy,-33.6971,-53.4616,77.65,66,60,14.58,UY,moderate rain
405,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
406,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
407,Zabol,32.25,67.25,38.79,56,0,3.91,AF,clear sky
408,Achi,8.5682,-74.554,94.17,37,54,2.82,CO,broken clouds
409,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
410,Taoudenni,22.6783,-3.9836,73.83,19,0,9.75,ML,clear sky
411,Tasiilaq,65.6145,-37.6368,19.4,38,75,18.41,GL,broken clouds
412,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
413,Hithadhoo,-0.6,73.0833,82.31,77,45,15.43,MV,scattered clouds
414,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
415,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
416,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
417,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
418,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
419,Kharan,28.5833,65.4167,57.15,29,1,4.14,PK,clear sky
420,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
421,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
422,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
423,Georgetown,5.4112,100.3354,80.01,78,20,3.44,MY,few clouds
424,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
425,Petrove,48.3247,33.2562,42.8,87,90,15.66,UA,overcast clouds
426,Chuy,-33.6971,-53.4616,77.65,66,60,14.58,UY,moderate rain
427,Vardo,70.3705,31.1107,24.96,96,100,21.32,NO,light snow
428,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
429,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
430,Busselton,-33.65,115.3333,63.0,76,0,4.0,AU,clear sky
431,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
432,Draguignan,43.5333,6.4667,51.01,81,100,6.91,FR,overcast clouds
433,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
434,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
435,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
436,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
437,Menongue,-14.6585,17.691,64.11,91,100,3.65,AO,light rain
438,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
439,Buchanan,5.8808,-10.0467,80.6,83,75,6.85,LR,mist
440,Gat,31.61,34.7642,55.0,58,0,4.0,IL,clear sky
441,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
442,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
443,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
444,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
445,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
446,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
447,Khash,28.2211,61.2158,51.98,42,0,7.43,IR,clear sky
448,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
449,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
450,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
451,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
452,Mehamn,71.0357,27.8492,25.25,96,100,22.03,NO,light snow
453,Lagoa,39.05,-27.9833,61.92,91,73,27.6,PT,broken clouds
454,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
455,Copiapo,-27.3667,-70.3333,69.8,64,75,11.5,CL,broken clouds
456,Sawakin,19.1059,37.3321,71.28,68,23,11.45,SD,few clouds
457,Tasiilaq,65.6145,-37.6368,19.4,38,75,18.41,GL,broken clouds
458,Goderich,43.7501,-81.7165,26.6,68,100,3.44,CA,overcast clouds
459,Aripuana,-9.1667,-60.6333,81.14,89,75,4.12,BR,broken clouds
460,Margate,51.3813,1.3862,39.99,81,99,4.0,GB,overcast clouds
461,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
462,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
463,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
464,Koutiala,12.3917,-5.4642,79.03,16,0,7.96,ML,clear sky
465,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
466,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
467,Batticaloa,7.7102,81.6924,77.97,83,85,6.62,LK,heavy intensity rain
468,Narsaq,60.9167,-46.05,39.2,35,75,35.68,GL,broken clouds
469,Victoria,22.2855,114.1577,62.01,73,17,16.89,HK,few clouds
470,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
471,Jamestown,42.097,-79.2353,26.01,74,90,2.91,US,overcast clouds
472,Saint-Philippe,-21.3585,55.7679,78.8,65,0,3.44,RE,clear sky
473,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
474,Souillac,-20.5167,57.5167,78.8,89,75,8.05,MU,broken clouds
475,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
476,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
477,Maldonado,-34.6667,-54.9167,71.01,83,90,26.46,UY,heavy intensity rain
478,Hithadhoo,-0.6,73.0833,82.31,77,45,15.43,MV,scattered clouds
479,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
480,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
481,Lokosovo,61.1333,74.8167,-16.51,86,100,14.36,RU,overcast clouds
482,Balkhash,46.844,74.9804,16.0,89,91,11.88,KZ,overcast clouds
483,Kayerkan,69.3497,87.7602,-33.18,70,0,2.95,RU,clear sky
484,Vardo,70.3705,31.1107,24.96,96,100,21.32,NO,light snow
485,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
486,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
487,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
488,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
489,Nantucket,41.2835,-70.0995,21.2,53,1,13.8,US,clear sky
490,Lisala,2.15,21.5167,74.46,56,100,1.52,CD,overcast clouds
491,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
492,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
493,Kavaratti,10.5669,72.642,80.85,70,37,7.81,IN,scattered clouds
494,Kjustendil,42.2839,22.6911,36.0,82,51,5.59,BG,broken clouds
495,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
496,Kilkenny,52.6542,-7.2522,41.0,82,87,5.99,IE,overcast clouds
497,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
498,Vilhena,-12.7406,-60.1458,77.0,83,75,5.75,BR,broken clouds
499,Vangaindrano,-23.35,47.6,76.87,88,6,6.33,MG,light rain
500,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
501,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
502,Jamestown,42.097,-79.2353,26.01,74,90,2.91,US,overcast clouds
503,Narsaq,60.9167,-46.05,39.2,35,75,35.68,GL,broken clouds
504,Berlin,52.5244,13.4105,32.0,80,75,3.44,DE,broken clouds
505,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
506,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
507,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
508,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
509,Kruisfontein,-34.0033,24.7314,64.99,80,1,1.7,ZA,clear sky
510,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
511,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
512,Narasannapeta,18.4167,84.05,70.65,79,20,3.24,IN,few clouds
513,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
514,Thinadhoo,0.5333,72.9333,81.5,79,99,15.93,MV,overcast clouds
515,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
516,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
517,Muros,42.7762,-9.0603,55.0,80,99,5.99,ES,overcast clouds
518,Kruisfontein,-34.0033,24.7314,64.99,80,1,1.7,ZA,clear sky
519,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
520,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
521,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
522,Lagoa,39.05,-27.9833,61.92,91,73,27.6,PT,broken clouds
523,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
524,Brecksville,41.3198,-81.6268,32.0,60,99,3.0,US,overcast clouds
525,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
526,Maragogi,-9.0122,-35.2225,79.11,78,70,7.45,BR,broken clouds
527,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
528,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
529,Khorixas,-20.3667,14.9667,71.96,57,100,6.11,NA,overcast clouds
530,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
531,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
532,Liverpool,53.4106,-2.9779,37.4,75,0,16.11,GB,clear sky
533,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
534,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
535,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
536,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
537,Alakurtti,66.9672,30.3491,12.99,89,100,1.01,RU,light snow
538,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
539,Dikson,73.5069,80.5464,-35.93,81,0,8.23,RU,clear sky
540,Busselton,-33.65,115.3333,63.0,76,0,4.0,AU,clear sky
541,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
542,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
543,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
544,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
545,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
546,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
547,Jamestown,42.097,-79.2353,26.01,74,90,2.91,US,overcast clouds
548,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
549,Brae,60.3964,-1.353,37.4,75,40,9.22,GB,scattered clouds
550,Upernavik,72.7868,-56.1549,-9.85,85,4,7.05,GL,clear sky
551,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
552,Nantucket,41.2835,-70.0995,21.2,53,1,13.8,US,clear sky
553,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
554,Mahebourg,-20.4081,57.7,78.8,89,75,8.05,MU,light rain
555,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
556,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
557,Qaanaaq,77.484,-69.3632,-7.26,70,91,1.66,GL,overcast clouds
558,Bredasdorp,-34.5322,20.0403,66.99,83,4,1.99,ZA,clear sky
559,Geraldton,-28.7667,114.6,84.2,24,0,18.41,AU,clear sky
560,Sajanan,37.0573,9.2426,62.6,72,20,16.11,TN,few clouds
561,Bukama,-9.2,25.85,71.38,85,100,1.3,CD,overcast clouds
562,Ushuaia,-54.8,-68.3,53.6,54,20,25.32,AR,few clouds
563,Chuy,-33.6971,-53.4616,77.65,66,60,14.58,UY,moderate rain
564,Longyearbyen,78.2186,15.6401,-2.2,55,20,20.71,SJ,few clouds
565,Codrington,-38.2667,141.9667,59.13,71,89,6.49,AU,overcast clouds
566,Hermanus,-34.4187,19.2345,66.99,83,2,1.99,ZA,clear sky
567,Albany,42.6001,-73.9662,21.0,46,11,5.01,US,few clouds
